,competition,season,rank,squad,games,wins,draws,losses,goals_for,goals_against,goal_diff,points,players_used,assists,pens_made,pens_att,cards_yellow,cards_red,shots_on_target_against,saves,clean_sheets,shots_on_target,games_starts,games_complete,games_subs,unused_subs,points_per_match,adjusted_wins,adjusted_draws,adjusted_losses,adjusted_goals_for,adjusted_goals_against,adjusted_goal_diff,adjusted_assists,adjusted_pens_made,adjusted_pens_att,adjusted_shots_on_target_against,adjusted_saves,adjusted_clean_sheets,adjusted_shots_on_target,adjusted_points,adjusted_points_per_match,UEFA Champions League,UEFA Europa League,Relegation
119,Premier League,2015-2016,20,Aston Villa,38,3,8,27,27,76,-49,17,29,19,2,2,0.0,0.0,186,110,6,110,418,,85,181.0,0.45,3,8,27,27,76,-49.0,19,2,2,186,110,6,110,17,0.45,No,No,Yes
120,Premier League,2016-2017,1,Chelsea,38,30,3,5,85,33,52,93,24,53,2,4,0.0,0.0,105,72,16,205,418,,114,152.0,2.45,30,3,5,85,33,52.0,53,2,4,105,72,16,205,93,2.45,Yes,No,No
121,Premier League,2016-2017,2,Tottenham,38,26,8,4,86,26,60,86,24,59,7,9,0.0,0.0,110,84,17,257,418,,111,155.0,2.26,26,8,4,86,26,60.0,59,7,9,110,84,17,257,86,2.26,Yes,No,No
122,Premier League,2016-2017,3,Manchester City,38,23,9,6,80,39,41,78,25,54,7,9,0.0,0.0,105,66,12,215,418,,106,159.0,2.05,23,9,6,80,39,41.0,54,7,9,105,66,12,215,78,2.05,Yes,No,No
123,Premier League,2016-2017,4,Liverpool,38,22,10,6,78,42,36,76,23,52,7,8,0.0,0.0,114,72,12,236,418,,100,166.0,2.0,22,10,6,78,42,36.0,52,7,8,114,72,12,236,76,2.0,Yes,No,No
124,Premier League,2016-2017,5,Arsenal,38,23,6,9,77,44,33,75,29,55,4,6,0.0,0.0,167,123,13,201,418,,111,155.0,1.97,23,6,9,77,44,33.0,55,4,6,167,123,13,201,75,1.97,No,Yes,No
125,Premier League,2016-2017,6,Manchester Utd,38,18,15,5,54,29,25,69,31,37,3,4,0.0,1.0,116,87,17,207,418,,110,156.0,1.82,18,15,5,54,29,25.0,37,3,4,116,87,17,207,69,1.82,Yes,Yes,No
126,Premier League,2016-2017,7,Everton,38,17,10,11,62,44,18,61,27,45,3,4,0.0,1.0,148,104,13,192,418,,107,158.0,1.61,17,10,11,62,44,18.0,45,3,4,148,104,13,192,61,1.61,No,Yes,No
127,Premier League,2016-2017,8,Southampton,38,12,10,16,41,48,-7,46,26,27,3,6,0.0,1.0,130,82,14,179,418,,109,157.0,1.21,12,10,16,41,48,-7.0,27,3,6,130,82,14,179,46,1.21,No,No,No
128,Premier League,2016-2017,9,Bournemouth,38,12,10,16,55,67,-12,46,27,33,7,10,0.0,2.0,189,122,10,160,418,,110,156.0,1.21,12,10,16,55,67,-12.0,33,7,10,189,122,10,160,46,1.21,No,No,No
129,Premier League,2016-2017,10,West Brom,38,12,9,17,43,51,-8,45,23,33,1,1,0.0,0.0,160,109,6,124,418,,109,158.0,1.18,12,9,17,43,51,-8.0,33,1,1,160,109,6,124,45,1.18,No,No,No
130,Premier League,2016-2017,11,West Ham,38,12,9,17,47,64,-17,45,29,28,3,4,0.0,4.0,182,118,10,136,418,,109,156.0,1.18,12,9,17,47,64,-17.0,28,3,4,182,118,10,136,45,1.18,No,No,No
131,Premier League,2016-2017,12,Leicester City,38,12,8,18,48,63,-15,44,25,32,4,6,0.0,0.0,190,127,9,145,418,,106,160.0,1.16,12,8,18,48,63,-15.0,32,4,6,190,127,9,145,44,1.16,No,No,No
132,Premier League,2016-2017,13,Stoke City,38,11,11,16,41,56,-15,44,26,24,4,6,0.0,1.0,180,124,11,135,418,,93,173.0,1.16,11,11,16,41,56,-15.0,24,4,6,180,124,11,135,44,1.16,No,No,No
133,Premier League,2016-2017,14,Crystal Palace,38,12,5,21,50,63,-13,41,31,32,4,7,0.0,0.0,176,113,7,137,418,,110,156.0,1.08,12,5,21,50,63,-13.0,32,4,7,176,113,7,137,41,1.08,No,No,No
134,Premier League,2016-2017,15,Swansea City,38,12,5,21,45,70,-25,41,27,31,3,3,0.0,0.0,179,109,8,145,418,,105,161.0,1.08,12,5,21,45,70,-25.0,31,3,3,179,109,8,145,41,1.08,No,No,No
135,Premier League,2016-2017,16,Burnley,38,11,7,20,39,55,-16,40,27,24,6,6,0.0,1.0,208,153,10,121,418,,105,161.0,1.05,11,7,20,39,55,-16.0,24,6,6,208,153,10,121,40,1.05,No,No,No
136,Premier League,2016-2017,17,Watford,38,11,7,20,40,68,-28,40,33,27,3,3,0.0,3.0,187,119,7,143,418,,108,158.0,1.05,11,7,20,40,68,-28.0,27,3,3,187,119,7,143,40,1.05,No,No,No
137,Premier League,2016-2017,18,Hull City,38,9,7,22,37,80,-43,34,28,24,3,3,0.0,0.0,214,134,5,126,418,,101,165.0,0.89,9,7,22,37,80,-43.0,24,3,3,214,134,5,126,34,0.89,No,No,Yes
138,Premier League,2016-2017,19,Middlesbrough,38,5,13,20,27,53,-26,28,27,22,2,2,0.0,1.0,171,118,11,98,418,,94,172.0,0.74,5,13,20,27,53,-26.0,22,2,2,171,118,11,98,28,0.74,No,No,Yes
139,Premier League,2016-2017,20,Sunderland,38,6,6,26,29,69,-40,24,31,11,5,5,0.0,3.0,248,179,6,122,418,,94,172.0,0.63,6,6,26,29,69,-40.0,11,5,5,248,179,6,122,24,0.63,No,No,Yes
140,Premier League,2017-2018,1,Manchester City,38,32,4,2,106,27,79,100,25,85,6,8,,,82,56,18,255,418,,106,158.0,2.63,32,4,2,106,27,79.0,85,6,8,82,56,18,255,100,2.63,Yes,No,No
141,Premier League,2017-2018,2,Manchester Utd,38,25,6,7,68,28,40,81,27,53,1,3,,,143,117,19,176,418,,111,155.0,2.13,25,6,7,68,28,40.0,53,1,3,143,117,19,176,81,2.13,Yes,No,No
142,Premier League,2017-2018,3,Tottenham,38,23,8,7,74,36,38,77,25,51,2,3,,,123,89,16,212,418,,108,157.0,2.03,23,8,7,74,36,38.0,51,2,3,123,89,16,212,77,2.03,Yes,No,No
143,Premier League,2017-2018,4,Liverpool,38,21,12,5,84,38,46,75,27,58,2,3,,,96,60,17,228,418,,111,155.0,1.97,21,12,5,84,38,46.0,58,2,3,96,60,17,228,75,1.97,Yes,No,No
144,Premier League,2017-2018,5,Chelsea,38,21,7,10,62,38,24,70,26,42,3,3,,,116,81,16,209,418,,109,157.0,1.84,21,7,10,62,38,24.0,42,3,3,116,81,16,209,70,1.84,No,Yes,No
145,Premier League,2017-2018,6,Arsenal,38,19,6,13,74,51,23,63,30,61,4,5,,,142,94,13,227,418,,101,165.0,1.66,19,6,13,74,51,23.0,61,4,5,142,94,13,227,63,1.66,No,Yes,No
146,Premier League,2017-2018,7,Burnley,38,14,12,12,36,39,-3,54,24,26,0,0,,,160,123,12,126,418,,83,183.0,1.42,14,12,12,36,39,-3.0,26,0,0,160,123,12,126,54,1.42,No,Yes,No
147,Premier League,2017-2018,8,Everton,38,13,10,15,44,58,-14,49,30,26,5,8,,,175,119,10,108,418,,114,152.0,1.29,13,10,15,44,58,-14.0,26,5,8,175,119,10,108,49,1.29,No,No,No
148,Premier League,2017-2018,9,Leicester City,38,12,11,15,56,60,-4,47,27,38,5,6,,,161,104,9,137,418,,107,159.0,1.24,12,11,15,56,60,-4.0,38,5,6,161,104,9,137,47,1.24,No,No,No
149,Premier League,2017-2018,10,Newcastle Utd,38,12,8,18,39,47,-8,44,27,29,0,1,,,145,104,9,152,418,,112,154.0,1.16,12,8,18,39,47,-8.0,29,0,1,145,104,9,152,44,1.16,No,No,No
150,Premier League,2017-2018,11,Crystal Palace,38,11,11,16,45,55,-10,44,28,26,8,10,,,167,116,9,133,418,,73,191.0,1.16,11,11,16,45,55,-10.0,26,8,10,167,116,9,133,44,1.16,No,No,No
151,Premier League,2017-2018,12,Bournemouth,38,11,11,16,45,61,-16,44,22,36,3,3,,,171,113,6,153,418,,109,157.0,1.16,11,11,16,45,61,-16.0,36,3,3,171,113,6,153,44,1.16,No,No,No
152,Premier League,2017-2018,13,West Ham,38,10,12,16,48,68,-20,42,27,29,2,4,,,180,113,10,128,418,,97,167.0,1.11,10,12,16,48,68,-20.0,29,2,4,180,113,10,128,42,1.11,No,No,No
153,Premier League,2017-2018,14,Watford,38,11,8,19,44,64,-20,41,29,27,3,6,,,151,93,9,128,418,,111,155.0,1.08,11,8,19,44,64,-20.0,27,3,6,151,93,9,128,41,1.08,No,No,No
154,Premier League,2017-2018,15,Brighton,38,9,13,16,34,54,-20,40,24,25,5,7,,,171,121,10,113,418,,101,165.0,1.05,9,13,16,34,54,-20.0,25,5,7,171,121,10,113,40,1.05,No,No,No
155,Premier League,2017-2018,16,Huddersfield,38,9,10,19,28,58,-30,37,25,19,2,2,,,153,97,10,105,418,,112,154.0,0.97,9,10,19,28,58,-30.0,19,2,2,153,97,10,105,37,0.97,No,No,No
156,Premier League,2017-2018,17,Southampton,38,7,15,16,37,56,-19,36,26,23,3,3,,,165,108,8,138,418,,113,153.0,0.95,7,15,16,37,56,-19.0,23,3,3,165,108,8,138,36,0.95,No,No,No
157,Premier League,2017-2018,18,Swansea City,38,8,9,21,28,56,-28,33,26,20,1,1,,,182,129,9,94,418,,109,157.0,0.87,8,9,21,28,56,-28.0,20,1,1,182,129,9,94,33,0.87,No,No,Yes
158,Premier League,2017-2018,19,Stoke City,38,7,12,19,35,68,-33,33,30,28,0,3,,,212,151,6,122,418,,92,174.0,0.87,7,12,19,35,68,-33.0,28,0,3,212,151,6,122,33,0.87,No,No,Yes
159,Premier League,2017-2018,20,West Brom,38,6,13,19,31,56,-25,31,24,24,1,1,,,155,100,10,106,418,,108,157.0,0.82,6,13,19,31,56,-25.0,24,1,1,155,100,10,106,31,0.82,No,No,Yes
160,Premier League,2018-2019,1,Manchester City,38,32,2,4,95,23,72,98,21,71,3,4,44.0,1.0,76,57,20,249,418,,108,158.0,2.58,32,2,4,95,23,72.0,71,3,4,76,57,20,249,98,2.58,Yes,No,No
161,Premier League,2018-2019,2,Liverpool,38,30,7,1,89,22,67,97,23,55,7,7,39.0,2.0,96,74,21,211,418,,109,157.0,2.55,30,7,1,89,22,67.0,55,7,7,96,74,21,211,97,2.55,Yes,No,No
162,Premier League,2018-2019,3,Chelsea,38,21,9,8,63,39,24,72,24,52,5,5,49.0,0.0,120,81,16,190,418,,113,153.0,1.89,21,9,8,63,39,24.0,52,5,5,120,81,16,190,72,1.89,Yes,No,No
163,Premier League,2018-2019,4,Tottenham,38,23,2,13,67,39,28,71,28,47,4,4,57.0,3.0,147,112,13,185,418,,106,160.0,1.87,23,2,13,67,39,28.0,47,4,4,147,112,13,185,71,1.87,Yes,No,No
164,Premier League,2018-2019,5,Arsenal,38,21,7,10,73,51,22,70,28,52,4,5,73.0,2.0,172,129,8,159,418,,113,153.0,1.84,21,7,10,73,51,22.0,52,4,5,172,129,8,159,70,1.84,No,Yes,No
165,Premier League,2018-2019,6,Manchester Utd,38,19,9,10,65,54,11,66,28,40,9,12,75.0,4.0,169,124,7,211,418,,112,154.0,1.74,19,9,10,65,54,11.0,40,9,12,169,124,7,211,66,1.74,No,Yes,No
166,Premier League,2018-2019,7,Wolves,38,16,9,13,47,46,1,57,21,35,4,4,73.0,1.0,139,98,9,141,418,,110,156.0,1.5,16,9,13,47,46,1.0,35,4,4,139,98,9,141,57,1.5,No,Yes,No
167,Premier League,2018-2019,8,Everton,38,15,9,14,54,46,8,54,23,34,2,5,56.0,4.0,130,87,14,159,418,,111,155.0,1.42,15,9,14,54,46,8.0,34,2,5,130,87,14,159,54,1.42,No,No,No
168,Premier League,2018-2019,9,Leicester City,38,15,7,16,51,48,3,52,25,34,5,7,60.0,5.0,135,92,10,173,418,,111,155.0,1.37,15,7,16,51,48,3.0,34,5,7,135,92,10,173,52,1.37,No,No,No
169,Premier League,2018-2019,10,West Ham,38,15,7,16,52,55,-3,52,26,33,5,5,59.0,1.0,192,140,7,147,418,,113,152.0,1.37,15,7,16,52,55,-3.0,33,5,5,192,140,7,147,52,1.37,No,No,No
170,Premier League,2018-2019,11,Watford,38,14,8,16,52,59,-7,50,25,39,1,1,79.0,4.0,170,114,7,151,418,,103,163.0,1.32,14,8,16,52,59,-7.0,39,1,1,170,114,7,151,50,1.32,No,No,No
171,Premier League,2018-2019,12,Crystal Palace,38,14,7,17,51,53,-2,49,26,33,10,11,58.0,2.0,158,107,12,136,418,,92,174.0,1.29,14,7,17,51,53,-2.0,33,10,11,158,107,12,136,49,1.29,No,No,No
172,Premier League,2018-2019,13,Newcastle Utd,38,12,9,17,42,48,-6,45,24,33,1,3,57.0,2.0,136,95,11,135,418,,99,167.0,1.18,12,9,17,42,48,-6.0,33,1,3,136,95,11,135,45,1.18,No,No,No
173,Premier League,2018-2019,14,Bournemouth,38,13,6,19,56,70,-14,45,28,43,7,9,60.0,1.0,167,103,10,153,418,,104,162.0,1.18,13,6,19,56,70,-14.0,43,7,9,167,103,10,153,45,1.18,No,No,No
174,Premier League,2018-2019,15,Burnley,38,11,7,20,45,68,-23,40,23,32,2,2,75.0,1.0,197,134,8,114,418,,86,180.0,1.05,11,7,20,45,68,-23.0,32,2,2,197,134,8,114,40,1.05,No,No,No
175,Premier League,2018-2019,16,Southampton,38,9,12,17,45,65,-20,39,30,27,4,5,73.0,3.0,170,110,7,153,418,,107,159.0,1.03,9,12,17,45,65,-20.0,27,4,5,170,110,7,153,39,1.03,No,No,No
176,Premier League,2018-2019,17,Brighton,38,9,9,20,35,60,-25,36,21,24,5,6,61.0,4.0,157,106,7,100,418,,99,167.0,0.95,9,9,20,35,60,-25.0,24,5,6,157,106,7,100,36,0.95,No,No,No
177,Premier League,2018-2019,18,Cardiff City,38,10,4,24,34,69,-35,34,25,20,3,4,66.0,1.0,201,135,10,112,418,,109,157.0,0.89,10,4,24,34,69,-35.0,20,3,4,201,135,10,112,34,0.89,No,No,Yes
178,Premier League,2018-2019,19,Fulham,38,7,5,26,34,81,-47,26,28,24,2,3,70.0,2.0,221,144,5,136,418,,108,158.0,0.68,7,5,26,34,81,-47.0,24,2,3,221,144,5,136,26,0.68,No,No,Yes
179,Premier League,2018-2019,20,Huddersfield,38,3,7,28,22,76,-54,16,31,13,1,1,56.0,4.0,177,108,5,115,418,,107,159.0,0.42,3,7,28,22,76,-54.0,13,1,1,177,108,5,115,16,0.42,No,No,Yes
180,Premier League,2019-2020,1,Liverpool,38,32,3,3,85,33,52,99,24,69,5,5,38.0,1.0,107,75,15,222,418,,127,157.0,2.61,32,3,3,85,33,52.0,69,5,5,107,75,15,222,99,2.61,Yes,No,No
181,Premier League,2019-2020,2,Manchester City,38,26,3,9,102,35,67,81,24,69,6,11,64.0,4.0,107,73,17,246,418,,120,166.0,2.13,26,3,9,102,35,67.0,69,6,11,107,73,17,246,81,2.13,Yes,No,No
182,Premier League,2019-2020,3,Manchester Utd,38,18,12,8,66,36,30,66,29,43,10,14,73.0,0.0,125,92,13,200,418,,119,165.0,1.74,18,12,8,66,36,30.0,43,10,14,125,92,13,200,66,1.74,Yes,No,No
183,Premier League,2019-2020,4,Chelsea,38,20,6,12,69,54,15,66,27,46,7,7,60.0,0.0,115,65,9,210,418,,117,166.0,1.74,20,6,12,69,54,15.0,46,7,7,115,65,9,210,66,1.74,Yes,No,No
184,Premier League,2019-2020,5,Leicester City,38,18,8,12,67,41,26,62,24,48,5,7,43.0,3.0,126,95,13,181,418,,112,172.0,1.63,18,8,12,67,41,26.0,48,5,7,126,95,13,181,62,1.63,No,Yes,No
185,Premier League,2019-2020,6,Tottenham,38,16,11,11,61,47,14,59,29,39,3,4,84.0,3.0,172,130,8,155,418,,113,171.0,1.55,16,11,11,61,47,14.0,39,3,4,172,130,8,155,59,1.55,No,Yes,No
186,Premier League,2019-2020,7,Wolves,38,15,14,9,51,40,11,59,21,34,4,4,61.0,2.0,120,80,13,142,418,,97,187.0,1.55,15,14,9,51,40,11.0,34,4,4,120,80,13,142,59,1.55,No,No,No
187,Premier League,2019-2020,8,Arsenal,38,14,14,10,56,48,8,56,29,35,3,3,88.0,5.0,189,143,10,144,418,,123,163.0,1.47,14,14,10,56,48,8.0,35,3,3,189,143,10,144,56,1.47,No,Yes,No
188,Premier League,2019-2020,9,Sheffield Utd,38,14,12,12,39,39,0,54,26,25,1,1,63.0,2.0,141,103,13,109,418,,110,171.0,1.42,14,12,12,39,39,0.0,25,1,1,141,103,13,109,54,1.42,No,No,No
189,Premier League,2019-2020,10,Burnley,38,15,9,14,43,50,-7,54,22,30,3,3,67.0,0.0,159,112,15,124,418,,74,206.0,1.42,15,9,14,43,50,-7.0,30,3,3,159,112,15,124,54,1.42,No,No,No
190,Premier League,2019-2020,11,Southampton,38,15,7,16,51,60,-9,52,25,32,2,5,55.0,4.0,163,107,9,169,418,,111,171.0,1.37,15,7,16,51,60,-9.0,32,2,5,163,107,9,169,52,1.37,No,No,No
191,Premier League,2019-2020,12,Everton,38,13,10,15,44,56,-12,49,24,32,1,1,76.0,3.0,145,95,9,155,418,,120,164.0,1.29,13,10,15,44,56,-12.0,32,1,1,145,95,9,155,49,1.29,No,No,No
192,Premier League,2019-2020,13,Newcastle Utd,38,11,11,16,38,58,-20,44,28,29,0,1,66.0,3.0,190,134,11,127,418,,118,166.0,1.16,11,11,16,38,58,-20.0,29,0,1,190,134,11,127,44,1.16,No,No,No
193,Premier League,2019-2020,14,Crystal Palace,38,11,10,17,31,50,-19,43,25,20,3,3,62.0,2.0,169,120,10,116,418,,98,185.0,1.13,11,10,17,31,50,-19.0,20,3,3,169,120,10,116,43,1.13,No,No,No
194,Premier League,2019-2020,15,Brighton,38,9,14,15,39,54,-15,41,25,24,1,2,59.0,2.0,164,114,9,137,418,,128,155.0,1.08,9,14,15,39,54,-15.0,24,1,2,164,114,9,137,41,1.08,No,No,No
195,Premier League,2019-2020,16,West Ham,38,10,9,19,49,62,-13,39,29,36,4,4,64.0,1.0,178,124,7,157,418,,107,177.0,1.03,10,9,19,49,62,-13.0,36,4,4,178,124,7,157,39,1.03,No,No,No
196,Premier League,2019-2020,17,Aston Villa,38,9,8,21,41,67,-26,35,28,32,1,3,70.0,1.0,175,113,7,146,418,,113,173.0,0.92,9,8,21,41,67,-26.0,32,1,3,175,113,7,146,35,0.92,No,No,No
197,Premier League,2019-2020,18,Bournemouth,38,9,7,22,40,65,-25,34,27,24,4,4,78.0,3.0,182,122,5,116,418,,108,176.0,0.89,9,7,22,40,65,-25.0,24,4,4,182,122,5,116,34,0.89,No,No,Yes
198,Premier League,2019-2020,19,Watford,38,8,10,20,36,64,-28,34,26,21,7,8,80.0,3.0,166,109,9,114,418,,113,171.0,0.89,8,10,20,36,64,-28.0,21,7,8,166,109,9,114,34,0.89,No,No,Yes
199,Premier League,2019-2020,20,Norwich City,38,5,6,27,26,75,-49,21,30,18,2,2,68.0,3.0,201,129,5,124,418,,126,157.0,0.55,5,6,27,26,75,-49.0,18,2,2,201,129,5,124,21,0.55,No,No,Yes
200,Premier League,2020-2021,1,Manchester City,38,27,5,6,83,32,51,86,24,55,5,9,46.0,2.0,89,65,19,213,418,339.0,77,240.0,2.26,27,5,6,83,32,51.0,55,5,9,89,65,19,213,86,2.26,Yes,No,No
201,Premier League,2020-2021,2,Manchester Utd,38,21,11,6,73,44,29,74,29,51,10,11,64.0,1.0,135,96,13,197,418,318.0,99,219.0,1.95,21,11,6,73,44,29.0,51,10,11,135,96,13,197,74,1.95,Yes,No,No
202,Premier League,2020-2021,3,Liverpool,38,20,9,9,68,42,26,69,28,43,6,6,40.0,0.0,137,98,12,201,418,314.0,104,212.0,1.82,20,9,9,68,42,26.0,43,6,6,137,98,12,201,69,1.82,Yes,No,No
203,Premier League,2020-2021,4,Chelsea,38,19,10,9,58,36,22,67,27,38,8,10,51.0,3.0,103,70,18,194,418,308.0,108,208.0,1.76,19,10,9,58,36,22.0,38,8,10,103,70,18,194,67,1.76,Yes,No,No
204,Premier League,2020-2021,5,Leicester City,38,20,6,12,68,50,18,66,27,45,10,12,61.0,0.0,134,87,11,172,418,320.0,99,216.0,1.74,20,6,12,68,50,18.0,45,10,12,134,87,11,172,66,1.74,No,Yes,No
205,Premier League,2020-2021,6,West Ham,38,19,8,11,62,47,15,65,24,46,2,4,50.0,3.0,143,102,11,158,418,316.0,99,214.0,1.71,19,8,11,62,47,15.0,46,2,4,143,102,11,158,65,1.71,No,Yes,No
206,Premier League,2020-2021,7,Tottenham,38,18,8,12,68,45,23,62,24,50,5,5,57.0,2.0,144,111,12,166,418,305.0,112,204.0,1.63,18,8,12,68,45,23.0,50,5,5,144,111,12,166,62,1.63,No,Yes,No
207,Premier League,2020-2021,8,Arsenal,38,18,7,13,55,39,16,61,29,38,6,6,49.0,5.0,128,94,12,141,418,301.0,114,201.0,1.61,18,7,13,55,39,16.0,38,6,6,128,94,12,141,61,1.61,No,No,No
208,Premier League,2020-2021,9,Leeds United,38,18,5,15,62,54,8,59,23,45,4,4,61.0,1.0,189,144,12,196,418,312.0,107,209.0,1.55,18,5,15,62,54,8.0,45,4,4,189,144,12,196,59,1.55,No,No,No
209,Premier League,2020-2021,10,Everton,38,17,8,13,47,48,-1,59,29,32,4,5,59.0,2.0,158,111,12,144,418,310.0,106,206.0,1.55,17,8,13,47,48,-1.0,32,4,5,158,111,12,144,59,1.55,No,No,No
210,Premier League,2020-2021,11,Aston Villa,38,16,7,15,55,46,9,55,24,38,5,6,71.0,4.0,177,135,15,179,418,324.0,91,229.0,1.45,16,7,15,55,46,9.0,38,5,6,177,135,15,179,55,1.45,No,No,No
211,Premier League,2020-2021,12,Newcastle Utd,38,12,9,17,46,62,-16,45,27,26,6,7,65.0,3.0,179,123,7,130,418,306.0,109,209.0,1.18,12,9,17,46,62,-16.0,26,6,7,179,123,7,130,45,1.18,No,No,No
212,Premier League,2020-2021,13,Wolves,38,12,9,17,36,52,-16,45,27,21,4,4,55.0,1.0,144,99,10,149,418,313.0,106,204.0,1.18,12,9,17,36,52,-16.0,21,4,4,144,99,10,149,45,1.18,No,No,No
213,Premier League,2020-2021,14,Crystal Palace,38,12,8,18,41,66,-25,44,24,29,3,4,56.0,2.0,173,108,8,129,418,321.0,95,208.0,1.16,12,8,18,41,66,-25.0,29,3,4,173,108,8,129,44,1.16,No,No,No
214,Premier League,2020-2021,15,Southampton,38,12,7,19,47,68,-21,43,29,33,5,6,52.0,3.0,169,109,9,157,418,314.0,101,215.0,1.13,12,7,19,47,68,-21.0,33,5,6,169,109,9,157,43,1.13,No,No,No
215,Premier League,2020-2021,16,Brighton,38,9,14,15,40,46,-6,41,27,24,6,9,49.0,6.0,117,79,12,129,418,305.0,108,208.0,1.08,9,14,15,40,46,-6.0,24,6,9,117,79,12,129,41,1.08,No,No,No
216,Premier League,2020-2021,17,Burnley,38,10,9,19,33,55,-22,39,25,20,3,3,48.0,0.0,179,127,11,125,418,339.0,81,235.0,1.03,10,9,19,33,55,-22.0,20,3,3,179,127,11,125,39,1.03,No,No,No
217,Premier League,2020-2021,18,Fulham,38,5,13,20,27,53,-26,28,28,18,3,6,67.0,3.0,164,118,9,123,418,306.0,110,203.0,0.74,5,13,20,27,53,-26.0,18,3,6,164,118,9,123,28,0.74,No,No,Yes
218,Premier League,2020-2021,19,West Brom,38,5,11,22,35,76,-41,26,30,20,4,4,51.0,4.0,235,166,6,107,418,311.0,104,211.0,0.68,5,11,22,35,76,-41.0,20,4,4,235,166,6,107,26,0.68,No,No,Yes
219,Premier League,2020-2021,20,Sheffield Utd,38,7,2,29,20,63,-43,23,27,13,3,4,73.0,3.0,205,145,5,92,418,315.0,103,198.0,0.61,7,2,29,20,63,-43.0,13,3,4,205,145,5,92,23,0.61,No,No,Yes
220,Ligue 1,2010-2011,1,Lille,38,21,13,4,68,36,32,76,22,45,2,4,53.0,1.0,142,106,11,206,418,,110,,2.0,21,13,4,68,36,32.0,45,2,4,142,106,11,206,76,2.0,Yes,No,No
221,Ligue 1,2010-2011,2,Marseille,38,18,14,6,62,39,23,68,24,41,2,3,60.0,4.0,124,85,12,201,418,,105,,1.79,18,14,6,62,39,23.0,41,2,3,124,85,12,201,68,1.79,Yes,No,No
222,Ligue 1,2010-2011,3,Lyon,38,17,13,8,61,40,21,64,26,40,2,4,57.0,8.0,141,101,12,198,418,,113,,1.68,17,13,8,61,40,21.0,40,2,4,141,101,12,198,64,1.68,Yes,No,No
223,Ligue 1,2010-2011,4,Paris SG,38,15,15,8,56,41,15,60,25,35,3,3,59.0,4.0,150,109,10,203,418,,107,,1.58,15,15,8,56,41,15.0,35,3,3,150,109,10,203,60,1.58,No,Yes,No
224,Ligue 1,2010-2011,5,Sochaux,38,17,7,14,60,43,17,58,25,44,3,3,48.0,4.0,190,148,10,178,418,,98,,1.53,17,7,14,60,43,17.0,44,3,3,190,148,10,178,58,1.53,No,No,No
225,Ligue 1,2010-2011,6,Rennes,38,15,11,12,38,35,3,56,27,24,5,6,54.0,5.0,138,103,16,138,418,,108,,1.47,15,11,12,38,35,3.0,24,5,6,138,103,16,138,56,1.47,No,No,No
226,Ligue 1,2010-2011,7,Bordeaux,38,12,15,11,43,42,1,51,31,27,5,7,76.0,3.0,138,95,14,162,418,,100,,1.34,12,15,11,43,42,1.0,27,5,7,138,95,14,162,51,1.34,No,No,No
227,Ligue 1,2010-2011,8,Toulouse,38,14,8,16,38,36,2,50,26,23,4,5,61.0,2.0,128,92,13,135,418,,90,,1.32,14,8,16,38,36,2.0,23,4,5,128,92,13,135,50,1.32,No,No,No
228,Ligue 1,2010-2011,9,Auxerre,38,10,19,9,45,41,4,49,25,28,2,2,73.0,0.0,136,95,8,145,418,,98,,1.29,10,19,9,45,41,4.0,28,2,2,136,95,8,145,49,1.29,No,No,No
229,Ligue 1,2010-2011,10,Saint-Étienne,38,12,13,13,46,47,-1,49,26,21,4,5,64.0,2.0,137,90,9,167,418,,101,,1.29,12,13,13,46,47,-1.0,21,4,5,137,90,9,167,49,1.29,No,No,No
230,Ligue 1,2010-2011,11,Lorient,38,12,13,13,46,48,-2,49,27,31,4,4,50.0,6.0,155,107,13,166,418,,95,,1.29,12,13,13,46,48,-2.0,31,4,4,155,107,13,166,49,1.29,No,No,No
231,Ligue 1,2010-2011,12,Valenciennes,38,10,18,10,45,41,4,48,26,35,1,2,67.0,2.0,144,103,9,156,418,,94,,1.26,10,18,10,45,41,4.0,35,1,2,144,103,9,156,48,1.26,No,No,No
232,Ligue 1,2010-2011,13,Nancy,38,13,9,16,43,48,-5,48,26,27,2,4,63.0,7.0,157,109,12,184,418,,96,,1.26,13,9,16,43,48,-5.0,27,2,4,157,109,12,184,48,1.26,No,No,No
233,Ligue 1,2010-2011,14,Montpellier,38,12,11,15,32,43,-11,47,25,23,3,4,76.0,8.0,137,94,15,159,418,,105,,1.24,12,11,15,32,43,-11.0,23,3,4,137,94,15,159,47,1.24,No,No,No
234,Ligue 1,2010-2011,15,Caen,38,11,13,14,46,51,-5,46,26,32,1,1,82.0,4.0,168,117,12,136,418,,102,,1.21,11,13,14,46,51,-5.0,32,1,1,168,117,12,136,46,1.21,No,No,No
235,Ligue 1,2010-2011,16,Brest,38,11,13,14,36,43,-7,46,25,24,5,7,50.0,0.0,152,109,15,145,418,,89,,1.21,11,13,14,36,43,-7.0,24,5,7,152,109,15,145,46,1.21,No,No,No
236,Ligue 1,2010-2011,17,Nice,38,11,13,14,33,48,-15,46,32,24,2,4,79.0,4.0,166,118,12,145,418,,104,,1.21,11,13,14,33,48,-15.0,24,2,4,166,118,12,145,46,1.21,No,No,No
